question,docs
Vị trí tuyển dụng Kỹ sư công đoạn tại Hải Phòng có những quyền lợi gì?,"Kỹ sư công đoạn
Mức lương:
12-15 Triệu
Nơi làm việc:
Hải Phòng
Số lượng:
20
Thông tin tuyển dụng
Kinh nghiệm:
Bằng cấp:
Kỹ sư
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên
Chuyên ngành:
Thông tin liên hệ
Đại diện:
Phạm Thanh Long
Địa chỉ:
Lô I4, KCN Tràng Duệ, Phường Hồng Phong, Quận An Dương, TP. Hải Phòng
Mô tả công việc
Là người trực tiếp làm việc với máy móc, cải thiện hiệu suất và quy trình sản xuất. Bảo trì và khắc phục sự cố, lập trình M/C, công việc khác sẽ được đào tạo khi vào làm tại công ty tùy theo tính chất của từng vị trí, công đoạn.
Quyền lợi được hưởng
- Top 100 Nơi làm việc tốt nhất Việt Nam 2022 & 2023, Top 7 trong lĩnh vực Điện tử - Công nghệ cao, Top 15 Doanh nghiệp có nguồn nhân lực hạnh phúc nhất tại Việt Nam
- Mức lương, trợ cấp hàng tháng hấp dẫn, có trợ cấp riêng dành cho sinh viên tốt nghiệp từ Đại học Bách Khoa Hà Nội
- Thời gian làm việc: Toàn thời gian từ thứ 2 đến thứ 6, nghỉ tất cả Thứ 7 – Chủ nhật
- Được cung cấp miễn phí laptop LG Gram trị giá 1500$ khi làm việc
- Xe bus đưa đón miễn phí tại Hải Phòng, Hải Dương, Thái Bình, Hà Nội (vào cuối tuần)
- Các bữa ăn miễn phí hàng ngày, thực đơn đặc biệt hàng tháng
- Cung cấp ký túc xá (miễn phí) cho nhân viên ở xa
- Chăm sóc sức khỏe toàn diện, chế độ bảo hiểm 24/7
- Tham gia các hoạt động Team building, đào tạo ngoại ngữ, đào tạo kỹ năng mềm, đào tạo tại nước ngoài… theo chương trình P.R.I.D.E
- Và rất nhiều quyền lợi hấp dẫn khác
Yêu cầu công việc
- Đã tốt nghiệp hoặc đang là sinh viên năm cuối các chuyên ngành Điện - điện tử, Cơ khí, Cơ điện tử, Tự động hóa, Điện tử viễn thông, Công nghệ thông tin, Vật lý kỹ thuật, Vật liệu, Kỹ thuật hóa học và chuyên ngành kỹ thuật khác…
- Kiên trì, chăm chỉ, trung thực, tự tin
- Thành thạo tin học văn phòng
- Có khả năng giao tiếp bằng Tiếng Anh (tương đương TOEIC 500+)
Yêu cầu hồ sơ
- CV cá nhân (viết bằng tiếng Anh)
Ứng tuyển ngay"
"Vị trí tuyển dụng ""Kỹ sư dịch vụ"" yêu cầu những bằng cấp và chuyên ngành nào?","Kỹ sư dịch vụ
Mức lương:
Theo thỏa thuận
Nơi làm việc:
Hà Nội
Số lượng:
4
Thông tin tuyển dụng
Kinh nghiệm:
Không yêu cầu
Bằng cấp:
Cử nhân
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên
Chuyên ngành:
Điện tử viễn thôngKỹ thuật cơ điện tửKỹ thuật điện - điện tửKỹ thuật y sinhVật lý kỹ thuật
Thông tin liên hệ
Đại diện:
Đức
Địa chỉ:
Số nhà 174 Phố Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội
Mô tả công việc
Báo cáo trực tiếp lên Giám đốc kỹ thuật
Quản lý kho thiết bị, máy móc, mô hình
Lên thông số kỹ thuật cho sản phẩm
Sửa chữa, hiệu chỉnh máy
Bảo hành, bảo trì, bảo dưỡng trang thiết bị định kỳ
Theo dõi bảo trì máy móc đối với từng khách hàng
Đào tạo sử dụng máy cho khách hàng
Dịch tài liệu thiết bị
Quyền lợi được hưởng
Được đào tạo chuyên môn bởi các hãng nổi tiếng thế giới
Tiếp cận công nghệ tiên tiến, hiện đại
Môi trường làm việc năng động, thân thiện
Thu nhập hấp dẫn theo năng lực
Thông tin chi tiết sẽ được trao đổi và thoả thuận trong quá trình phỏng vấn
Yêu cầu công việc
Tốt nghiệp đại học chuyên ngành điện tử y sinh, điện, điện tử, vật lý kỹ thuật.
Kinh nghiệm làm việc: Chấp nhận sinh viên mới ra trường (sẽ được đào tạo). Ưu tiên người có kinh nghiệm từ 3 năm trở lên
Sẵn sàng tiếp thu kiến thức/phương pháp mới
Khả năng giao tiếp tốt
Trình độ tiếng Anh: 600 toeic hoặc tương đương
Kỹ năng tin học văn phòng: Word, Excel, PowerPoint…
Yêu cầu hồ sơ
Hồ sơ bao gồm:
Sơ yếu lý lịch
Thư ứng tuyển vì sao bạn quan tâm làm việc tại RED APPLE
Các ứng viên quan tâm vui lòng gửi hồ sơ về địa chỉ email info@redmed.vn, với tiêu đề email [REDMED - tên vị trí - tên ứng viên].
Ứng tuyển ngay"
Công việc của Chủ nhiệm sản xuất bao gồm những nhiệm vụ gì?,"Chủ nhiệm sản xuất
Mức lương:
Theo thỏa thuận
Nơi làm việc:
Hải Phòng
Số lượng:
3
Thông tin tuyển dụng
Kinh nghiệm:
Không yêu cầu
Bằng cấp:
Cử nhân
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên
Chuyên ngành:
Kỹ thuật cơ khíKỹ thuật cơ điện tửKỹ thuật điện - điện tử
Thông tin liên hệ
Đại diện:
Phòng nhân sự
Địa chỉ:
Khu công nghiệp An Dương, Xã Hồng Phong, Huyện An Dương, Thành phố Hải Phòng,Việt Nam
Mô tả công việc
- Lập kế hoạch tổ chức và sắp xếp sản xuất, hoàn thành kế hoạch theo đúng thời gian, đảm bảo chất lượng và số lượng sản phẩm
- Kết hợp với các bộ phận khác của nhà máy để nâng cao, hiệu xuất, kiểm soát chi phí sản xuất, đảm bảo hoạt động lành mạnh của nhà máy
- Xây dựng và cải thiện hệ thống đào tạo, cơ chế đào tạo cán bộ
Quyền lợi được hưởng
- Sau khi tốt nghiệp, tham gia làm fulltime mức thu nhập sẽ điều chỉnh phù hợp với năng lực
- Đảm bảo một vị trí công việc tại công ty sau khi hoàn thành chương trình
- Được tham gia khóa đào tạo toàn diện, được thiết kế riêng cho từng người
Yêu cầu công việc
- Có tư duy logic tốt
- Số liệu nhanh nhạy, khả năng diễn giải tốt
- Ưu tiên ứng viên đã từng làm qua lớp trưởng hoặc hội trưởng
- Ưu tiên ứng viên biết tiếng Trung/Anh
- Kỹ năng chuyên môn sẽ được đào tạo tại công ty
Yêu cầu hồ sơ
Ứng tuyển ngay"
Vị trí tuyển dụng này yêu cầu những kinh nghiệm và kỹ năng gì?,"Nhân Viên Kinh doanh Kỹ Thuật Xử Lý Nước
Mức lương:
7-10 Triệu
Nơi làm việc:
Hà Nội
Hạn nộp:
31/03/2025
Số lượng:
2
Thông tin tuyển dụng
Kinh nghiệm:
1-2 năm
Bằng cấp:
Cử nhân
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên
Chuyên ngành:
Kỹ thuật hóa họcKỹ thuật môi trường
Thông tin liên hệ
Đại diện:
Nguyễn Kim Chi
Địa chỉ:
Số 85 phố Đức Giang, Phường Đức Giang, Quận Long Biên, Thành phố Hà Nội
Mô tả công việc
Hoàn thành các nhiệm vụ sau:
- Xây dựng, lên kế hoạch và định hướng thị trường
- Chuẩn bị, chịu trách nhiệm trong mảng phát triển tiệp khách hàng thương mại lớn, dự án.
- Đàm phán, ký kế các đơn đặt hàng / hợp đồng
- Quản lý theo dõi các đơn hàng, phối hợp với các bộ phận có liên quan để - đảm bảo đúng tiến độ giao hàng
- Xây dựng và duy trì mối quan hệ chặt chẽ với khách hàng hiện có và phát triển mạng lưới khách hàng mới.
- Giải quyết các khiếu nại của khách hàng trong phạm vi cho phép
- Thu hồi công nợ, đối chiếu và chốt sổ công nợ với khách hàng
- Một số trách nhiệm khác
Công tác báo cáo và phối hợp khác theo yêu cầu.
Quyền lợi được hưởng
- Lương hấp dẫn
- Lương tháng 13
- Chế độ BHXH, BHYT theo quy định nhà nước
- Thưởng theo doanh thu/lợi nhuận, lễ tết, nghỉ mát hàng năm...
Yêu cầu công việc
- Tốt nghiệp cao đẳng trở lên Chuyên ngành hoá chất, công nghệ sinh học, hóa học, kỹ thuật, môi trường
- Giới tính Nam/Nữ độ tuổi từ 23 đến 35 tuổi
- Có kinh nghiệm 2-3 năm bán hàng vật tư xử lý nước:
+ Hạt nhựa trao đổi Ion
+ Màng lọc Filter, NF, UF, RO
+ Than, Cát, Sỏi vật tư tiền lọc
+ Hóa chất cho Cooling Tower, Chiller, Boiler
+ Hệ thống EDI, CDI, Ultra Mixbed Resin
+ Hóa chất cho màng lọc RO
+ Vận hành và thiết kế hệ thống xử lý nước thải, tinh khiết.
- Chăm chỉ, trung thực, có tin thần cầu thị, sẵn sàng đi công tác dài ngày.
- Tiếng Anh giao tiếp tốt là một lợi thế
- Kỹ năng tin học Văn phòng tốt
Yêu cầu hồ sơ
Ứng tuyển ngay"
Có bao nhiêu vị trí công việc được mô tả trong thông tin tuyển dụng Kỹ sư phòng Quản lý Chất lượng?,"Kỹ sư phòng Quản lý Chất lượng
Mức lương:
15-20 Triệu
Nơi làm việc:
Hà Nội
Số lượng:
10
Thông tin tuyển dụng
Kinh nghiệm:
Không yêu cầu
Bằng cấp:
Cử nhân
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên
Chuyên ngành:
Kỹ thuật cơ khíKỹ thuật cơ điện tửKỹ thuật nhiệtKỹ thuật điện - điện tửKỹ thuật điều khiển và tự động hóaHệ thống thông tinKỹ thuật hóa họcKỹ thuật in và truyền thôngKỹ thuật môi trườngKỹ thuật vật liệuSư phạm kỹ thuật công nghiệpQuản lý công nghiệp
Thông tin liên hệ
Đại diện:
Ms.Linh
Địa chỉ:
Lô C6, KCN Thăng Long, Đông Anh, Hà Nội
Mô tả công việc
Vị trí 1: Customer Satisfication
Quản lý chất lượng sản phẩm sau xuất hàng
Nắm bắt yêu cầu khách hàng và triển khai áp dụng trong nhà máy, Đánh giá sự tuân thủ các yêu cầu khách hàng.
Xử lý khiếu nại khách hàng.
Cải tiến phương pháp kiểm tra, kiểm soát chất lượng để phòng tránh khiếu nại.
Vị trí 2: IQC
Quản lý chất lượng trong công đoạn
Follow sự cố và đưa ra biện pháp xử lý sản phẩm và công đoạn.
Giám sát việc thực hiện biện pháp cải tiến cho quản lý chất lượng trong công đoạn tránh sự cố phát sinh.
Vị trí 3: Training job
Quản lý và kiểm soát trung tâm đào tạo: Đào tạo kỹ năng của từng công đoạn cho công nhân mới, nâng cao kỹ năng làm việc của công nhân trong từng công đoạn.
Đào tạo và cải tiến kỹ năng kiểm tra lỗi của sản phẩm
Vị trí 4: QA Lab
Quản lý thiết bị đo.
Đánh giá chất lượng của sản phẩm mới và sản phẩm trong công đoạn.
Vị trí 5: NPI (Quản lý chất lượng sản phẩm mới)
Theo dõi, đánh giá và báo cáo (OK2Build và OK2Ship) để phê duyệt sản phẩm mới trước khi xuất xưởng.
Tổng hợp và phân tích kết quả đo; Phân tích, theo dõi và đánh giá chất lượng sản phẩm mới.
Vị trí 7: Smart Factory:
Follow và phát triển hệ thống Smart.
Follow buy off và quản lý tình trạng phê duyêt.
Cải thiện và update hệ thống dễ dùng với người dùng.
Quyền lợi được hưởng
+ Hưởng đầy đủ các chế độ của người lao động theo quy định của Luật lao động Việt Nam (Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp)
+ Suất ăn tại nhà ăn công ty, cấp phát đồng phục định kỳ.
+ Xe đưa đón theo chính sách của công ty.
+ Lương: Mức cạnh tranh
+ Tháng lương thứ 13, thưởng thâm niên, thưởng đặc biệt,...
+ Du lịch hàng năm, các hoạt động: đá bóng, giải chạy, tiệc cuối năm,....
Yêu cầu công việc
+ Tốt nghiệp đai học chuyên ngành Điện, Điện tử, Hóa học hoặc các chuyên ngành có liên quan.
+ Ưu tiên ứng viên có kinh nghiệm về Quản lý Chất lượng. Kinh nghiệm QA dưới dạng báo cáo 8D, công cụ QC 7 là một lợi thế.
+ Tiếng Anh giao tiếp tốt.
+ Sử dụng tốt tin học văn phòng.
+ Tư duy logic và có trách nhiệm, có thể làm việc dưới áp lực cao
+ Sẵn sàng làm thêm giờ khi được yêu cầu.
Yêu cầu hồ sơ
Bản photo bằng Tốt nghiệp Đại học hoặc bảng điểm có xác nhận của trường (với ứng viên chưa có bằng tốt nghiệp).
Các chứng chỉ liên quan (Nếu có)
Bản CV cá nhân – Tiếng Anh hoặc tiếng Nhật (Bắt buộc)
Ứng tuyển ngay"
Vị trí tuyển dụng “Nhân viên triển khai và hỗ trợ kỹ thuật (Technical Engineer)” yêu cầu những bằng cấp và kinh nghiệm gì?,"Nhân viên triển khai và hỗ trợ kỹ thuật (Technical Engineer)
Mức lương:
Theo thỏa thuận
Nơi làm việc:
Hà Nội,Hồ Chí Minh
Số lượng:
10
Thông tin tuyển dụng
Kinh nghiệm:
Không yêu cầu
Bằng cấp:
Không có yêu cầu
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên triển khai và hỗ trợ kỹ thuật (Technical Engineer)
Chuyên ngành:
Điện tử viễn thôngCông nghệ thông tinTruyền thông và mạng máy tínhKhoa học máy tínhHệ thống thông tinKỹ thuật máy tínhToán tin
Thông tin liên hệ
Đại diện:
Phạm Hoàng Sơn
Địa chỉ:
V2A & V3A, 2F, CT4-VIMECO Complex Building, Tu Mo street, Cau Giay District
Mô tả công việc
Nghiên cứu tìm hiểu về tính năng thiết bị, sản phẩm và giải pháp của công ty.
Triển khai các dự án IT/Telecom cho các nhà mạng (ISP) như Viettel, MobiFone, VNPT, Gtel, Itel…và một số dự án có tính chất kỹ thuật đặc thù cho các doanh nghiệp khối chính phủ (Government).
Hỗ trợ kỹ thuật và xử lý sự cố hệ thống sau triển khai.
Thực hiện các công việc khác theo yêu cầu của quản lý bộ phận.
Quyền lợi được hưởng
Môi trường làm việc chuyên nghiệp, năng động, có nhiều cơ hội để phát triển bản thân và lộ trình thăng tiến trong công việc (chính sách xếp loại thang bậc kỹ sư cho nhân viên).
Thu nhập hấp dẫn theo năng lực và kinh nghiệm, lên tới 60M VND (theo cấp bậc kỹ sư).
Làm việc trực tiếp cùng với các chuyên gia của hãng (Oracle, F5, Vmware, Redhat, HP, Dell …) 
Được hỗ trợ và chia sẻ kiến thức bởi các đồng nghiệp nhiều kinh nghiệm. 
Tham gia các khóa đào tạo trong và ngoài nước theo lộ trình của hãng.
Đi du lịch cùng gia đình, kiểm tra sức khỏe hàng năm. 
Chế độ thưởng (các dịp lễ, thưởng kinh doanh) và phúc lợi hấp dẫn tương xứng với đóng góp cho công ty.
Yêu cầu công việc
  Tốt nghiệp đại học khối kỹ thuật các chuyên ngành như công nghệ thông tin, điện tử viễn thông, hệ thống thông tin, khoa học máy tính,… 
Có kiến thức nền tảng về Network, System, Security.
Tiếng Anh khá (đọc hiểu tài liệu chuyên ngành, giao tiếp cơ bản), yêu cầu có chứng chỉ tiếng Anh (Toeic).
Có khả năng cập nhật kiến thức mới về công nghệ nhanh.
Chủ động và trách nhiệm trong công việc, ham học hỏi.
Ưu tiên các ứng viên có các chứng chỉ Cisco, Linux, Cloud… 
Chấp nhận sinh viên mới ra trường có nền tảng tốt.
Yêu cầu hồ sơ
Ứng tuyển ngay"
Số lượng kỹ sư PQE cần tuyển là bao nhiêu?,"kỹ sư PQE
Mức lương:
Theo thỏa thuận
Nơi làm việc:
Số lượng:
3
Thông tin tuyển dụng
Kinh nghiệm:
Bằng cấp:
Làm việc:
Toàn thời gian cố định
Vị trí:
Chuyên ngành:
Thông tin liên hệ
Đại diện:
Địa chỉ:
Lô CN04.1 Khu công nghiệp Gia Bình I, xã Đông Cứu, huyện Gia Bình, tỉnh Bắc Ninh, Việt Nam
Mô tả công việc
Quyền lợi được hưởng
Yêu cầu công việc
Yêu cầu hồ sơ
Ứng tuyển ngay"
"Theo thông tin tuyển dụng, mức lương cho vị trí thực tập sinh kỹ thuật tại Unilever Việt Nam ở Bắc Ninh là bao nhiêu?","Thực tập sinh kỹ thuật
Mức lương:
5-7 Triệu
Nơi làm việc:
Bắc Ninh
Số lượng:
2
Thông tin tuyển dụng
Kinh nghiệm:
Không yêu cầu
Bằng cấp:
Cử nhân
Làm việc:
Toàn thời gian tạm thời
Vị trí:
Thực tập sinh
Chuyên ngành:
Kỹ thuật cơ khíKỹ thuật cơ điện tửKỹ thuật điện - điện tửKỹ thuật điều khiển và tự động hóa
Thông tin liên hệ
Đại diện:
Nguyễn Lưu Cảnh Hào - Trợ lý Đối tác Nhân Sự
Địa chỉ:
156 Nguyễn Lương Bằng
Mô tả công việc
Thực tập sinh kỹ thuật tại nhà máy tự động hóa và số hóa hiện đại của Unilever Việt Nam
Làm việc trực tiếp trong mô hình sản xuất quy mô lớn và hệ thống thông minh của một trong những tập đoàn FMCG lớn nhất tại Việt Nam
  Quyền lợi được hưởng
Lộ trình đào tạo bài bản trong 3 tháng, cam kết cung cấp đầy đủ kiến thức và kỹ năng để làm nền tảng vững chắc cho sự nghiệp của bạn trong tương lai
Cơ hội tiếp xúc và học hỏi trong môi trường chuyên nghiệp và cởi mở
Được làm việc trực tiếp và đào tạo bởi các lãnh đạo sản xuất của Unilever Việt Nam
Yêu cầu công việc
Nếu bạn là sinh viên trẻ sắp ra trường, đam mê lĩnh vực kỹ thuật và muốn thử sức trong môi trường sản xuất chuyên nghiệp, đây chính là cơ hội không thể bỏ qua. 
Tất cả các bạn ứng viên đều sẽ được tham gia 1 tuần học tập và trải nghiệm trực tiếp tại nhà máy Unilever Bắc Ninh. Sau đó, tùy vào mức độ phù hợp (thể hiện qua phỏng vấn), bạn sẽ được lựa chọn trở thành thực tập sinh kỹ thuật và bắt đầu hành trình 3 tháng tại Unilever Việt Nam. 
Yêu cầu hồ sơ
Tất cả bạn cần làm chỉ là gửi CV về và chờ thông tin từ bộ phận Nhân Sự!
Ứng tuyển ngay"
"Theo thông tin tuyển dụng, vị trí Nhân viên Mua Hàng (PURCHASER) yêu cầu những kỹ năng và kinh nghiệm gì?","PURCHASER / NHÂN VIÊN MUA HÀNG
Mức lương:
15-20 Triệu
Nơi làm việc:
Hải Phòng
Hạn nộp:
28/02/2025
Số lượng:
1
Thông tin tuyển dụng
Kinh nghiệm:
3-4 năm
Bằng cấp:
Cử nhân
Làm việc:
Toàn thời gian cố định
Vị trí:
PURCHASER / NHÂN VIÊN MUA HÀNG
Chuyên ngành:
Tài chính- Ngân hàngQuản trị kinh doanhNgôn ngữ anhQuản lý công nghiệpKinh tế công nghiệpKế toánKỹ thuật vật liệu
Thông tin liên hệ
Đại diện:
Phạm Lành
Địa chỉ:
Hoàng Động - Thủy Nguyên - Hải Phòng
Mô tả công việc
Key accountabilities
Ordered materials and components
Purchasing and proclaiming standardized materials and components at certain suppliers according Project demarcation, purchasing other things which is not related to Project
Evaluating and completing purchasing needs.
Placing PO, enquiring about delivery times and searching for alternatives if the supplier deviates from made agreements.
Negotiating with suppliers within the authorization field and placing orders with help of the designated information system in consultation with the Purchasing Manager or Purchasing Group Manager when and if the total price of a purchase is above the designated authorized spending level.
Finished correspondence and documentation.
Composing and dealing with standard correspondence, whether or not via short instructions.
Composing and managing commercial documents including reports, quotes and contracts
Managing tender documents; collecting and composing documents.
Translating and editorial activities
Being attentive regarding important information.
Filing documents and managing the archive
Carried out administrative activities.
Keeping various data up to date.
Checking invoices.
Reminding activities regarding debtors and creditor management.
Prepared and organized meetings.
Arranging location, setting up a space, managing presence, presentation equipment and the catering.
Composing the program in consultation with the direct superior
Sending out invitations
Helping/creating presentation
Collecting agenda items, determining the agenda items in consultation with the direct superior, managing the distribution of the agenda and appendixes.
Promoting the adhering of agreed appointments
Processing meeting minutes and managing the distribution of the report (if necessary).
Quyền lợi được hưởng
What we offer
Here at Damen, we realize supporting and managing many talented individuals is of great essence. We understand that the key to success is to find the right person for the right job. That’s why we continually invest in your development. Damen offers you: 
a dynamic international working environment focusing on technology and innovation; 
a competitive salary; 
holiday bonus, Tet bonus, quarter bonus; 
monthly fuel allowance; 
24/7 insurance + health insurance for employee and spouse 
social insurance 
business trip allowance (if any); 
continuous focus on professional and personal development through training programs.
Yêu cầu công việc
Skills & experience
Education:  University, international trading/business administration/economics/shipbuilding engineering Bachelor.
Experience: 3 to 5 years of relevant work experience
Yêu cầu hồ sơ
Ứng tuyển ngay"
Những quyền lợi nào được đề cập dành cho nhân viên bán hàng nam tại Hà Nội trong thông tin tuyển dụng này?,"Sales Staff ( Male)
Mức lương:
Theo thỏa thuận
Nơi làm việc:
Hà Nội
Số lượng:
1
Thông tin tuyển dụng
Kinh nghiệm:
1-2 năm
Bằng cấp:
Cử nhân
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên
Chuyên ngành:
Ngôn ngữ anhQuản trị kinh doanhTài chính- Ngân hàngKế toánQuản lý công nghiệpKinh tế công nghiệp
Thông tin liên hệ
Đại diện:
Ms.Hằng- Nhân sự
Địa chỉ:
Thôn Phú Nhi- Xã Thanh Lâm- Huyện Mê Linh- Hà Nội
Mô tả công việc
- Responsible for sales target in the given territory;
- Support wholesalers in given territory for all sales activities;
- Responsible for credit control of wholesalers in the given territory
- Implement market expansion stratergy given by the company
- Survey market and propose effective sales & promotion policy to company
- Training wholesalers in using sales controling software…
- Going on business trips to support wholesalers frequently
- Supporting jobs:
(i)- Join any events as requested by company: wholesaler meeting, Gala party, new products launching
(ii)- Supoport for marketing section in other event: racing, motor sport show, fair, customer care…
(iii)- Support for other administration jobs in HCM branch when required.
Quyền lợi được hưởng
Year End Bonus (> 2 months) 
Bonus and welfare on special festivals & public holidays, Funeral, marriage, childbirth
Participating fully social insurance, health insurance and unemployment insurance according to Vietnamese Labor Code 
Entitled entrance and annual health check at the company
Daily shuttle bus pick-up from the center of Hanoi City 
Have chance to join the local and/or oversea training programs
Entitled annual summer vacation, year-end party, sport & culture activities.. 
Entitled more days off per year than the law
Working hours: 8:10 AM - 4:30 PM
Yêu cầu công việc
-Graduated from universities or higher on majors of Engineering fields, Industrial Management, quality assurance...
- 02 years of experience in production management or 02 year of experience in QA/QC in manufacturing companies
- Age: 23-30
- Gender: Male or Female
Yêu cầu hồ sơ
Ứng tuyển ngay"
"Vị trí tuyển dụng này yêu cầu những bằng cấp, kinh nghiệm và kỹ năng nào?","Nhân viên kinh doanh
Mức lương:
Theo thỏa thuận
Nơi làm việc:
Hà Nội
Số lượng:
4
Thông tin tuyển dụng
Kinh nghiệm:
1-2 năm
Bằng cấp:
Cử nhân
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên
Chuyên ngành:
y tếkinh tếy dược kỹ thuật
Thông tin liên hệ
Đại diện:
Đức
Địa chỉ:
Số nhà 174 Phố Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội
Mô tả công việc
Mở rộng phát triển thị trường và bán hàng tại địa bàn được phân công phụ trách
Duy trì các mối quan hệ với khách hàng hiện có tại các địa bàn
Nắm bắt các sản phẩm công ty đang phát triển, liên hệ và tìm hiểu nhu cầu khách hàng
Tư vấn những vấn đề liên quan đến chính sách giá, kỹ thuật cho khách hàng
Lập kế hoạch bán hàng, phân tích khách hàng tiềm năng, duy trì khách hàng hiện có
Tạo mối quan hệ tốt đối với khách hàng, giải quyết các vấn đề liên quan đến sản phẩm và dịch vụ sau bán hàng.
Quyền lợi được hưởng
Được đào tạo chuyên môn bởi các hãng nổi tiếng thế giới
Tiếp cận công nghệ tiên tiến, hiện đại
Môi trường làm việc năng động, thân thiện
Thu nhập hấp dẫn theo năng lực
Thông tin chi tiết sẽ được trao đổi và thoả thuận trong quá trình phỏng vấn
Yêu cầu công việc
Tốt nghiệp đại học chuyên ngành kinh tế, Kỹ thuật, y dược.
Kinh nghiệm làm việc: 1-2 năm kinh nghiệm trong lĩnh vực kinh doanh
Sẵn sàng tiếp thu kiến thức/phương pháp mới
Khả năng giao tiếp tốt
Kỹ năng tin học văn phòng: Word, Excel, PowerPoint…
Thật thà, chăm chỉ, ý thức tốt.
Tính cách cẩn thận, chịu được áp lực công việc.
Có laptop và xe máy cá nhân phục vụ cho công việc.
Yêu cầu hồ sơ
Hồ sơ bao gồm:
Sơ yếu lý lịch
Thư ứng tuyển vì sao bạn quan tâm làm việc tại RED APPLE
Các ứng viên quan tâm vui lòng gửi hồ sơ về địa chỉ email info@redmed.vn, với tiêu đề email [REDMED - tên vị trí - tên ứng viên].
Ứng tuyển ngay"
"Vị trí tuyển dụng, mức lương, địa điểm làm việc, số lượng người cần tuyển, kinh nghiệm làm việc yêu cầu, bằng cấp yêu cầu, hình thức làm việc và chuyên ngành yêu cầu là gì?","Kỹ sư thiết kế cơ khí/ Lập trình CNC
Mức lương:
10-12 Triệu
Nơi làm việc:
Bắc Giang
Số lượng:
10
Thông tin tuyển dụng
Kinh nghiệm:
Dưới 1 năm
Bằng cấp:
Kỹ sư
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên
Chuyên ngành:
Kỹ thuật cơ khí
Thông tin liên hệ
Đại diện:
Nguyễn Thị Loan
Địa chỉ:
Đường TS5, KCN Tiên Sơn, Từ Sơn, Bắc Ninh
Mô tả công việc
- Thiết kế JIG, Khuôn mẫu theo bản vẽ, yêu cầu khách hàng.
- Thiết kế, lập quy trình công nghệ cho sản phẩm,
- Lập trình máy CNC
- Hỗ trợ chế tạo, gia công, lắp ráp
Quyền lợi được hưởng
Mức lương: thỏa thuận.
Môi trường làm việc năng động, thân thiện, cơ hội thăng tiến. Được đào tạo thêm để nâng cao nghiệp vụ chuyên môn.
Tăng lương theo hiệu quả công tác và được hưởng đầy đủ các chế độ dành cho người lao động theo như quy định pháp luật hiện hành (BHXH, BHYT, BHTN…).
Các chế độ thưởng về sinh nhật, hiếu hỷ, kết hôn, Lễ tết… theo quy định của công ty.
Được ký hợp đồng lâu dài với công ty theo đúng quy định của pháp luật.
Yêu cầu công việc
- Tốt nghiệp đại học Bách khoa ( hoặc sắp tốt nghiệp)
- Sử dụng phần mềm 2D/3D: autoCAD, Mastercam, NX…
Ưu tiên có kinh nghiệm thiết kế, lập trình máy CNC
Yêu cầu hồ sơ
Ứng viên gửi CV vào địa chỉ Email: tuyendungseojin@gmail.com. Tiêu đề thư ghi rõ vị trí dự tuyển ứng tuyển.  Khuyến khích ứng viên  nộp CV càng sớm càng tốt vì Công ty sẽ xét duyệt CV ngay sau khi nhận được.
Ứng tuyển ngay"
